,S&P 500 COMPOSITE - PRICE INDEX,cmdty BLS Commodity Price Ind 'DEAD' - PRICE INDEX,Gold Bullion LBM $/t oz DELAY,Crude Oil-WTI Spot Cushing U$/BBL,US INITIAL CLAIMS FOR UNEMPLOYMENT INSURANCE (BCI 5) VOLA,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-CURRENTLY,US CONSUMER CONFIDENCE INDEX SADJ,US CONSUMER CONFIDENCE INDEX - EXPECTATIONS SADJ,US CONSUMER CONFIDENCE INDEX - PRESENT SITUATION SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS PLENTIFUL SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS HARD TO FIND SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME DECREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME INCREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS FEWER SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS NOT SO PLENTIFUL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS MORE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY ANY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY LIVED IN HOME,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY MAJOR APPL( SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY USED AUTO SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS BAD SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS GOOD SADJ,US CONSUMER CONFIDENCE CURRENTLY-BUSINESS CONDITIONS NORMAL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS BETTER,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS WORSE,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AIR CONDITIONER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AUTO UNCERTAIN,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY CARPET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY CLOTHES DRYER,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY RANGE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY REFRIGERATOR,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY TV SET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY VACUUM CLEANER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY WASHING MACHINE,US NATIONAL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-IN NEXT 6 MO,US NAHB MARKET SURVEY: TRAFFIC OF PROSPECTIVE NEW HOME BUYERS,US ISM PURCHASING MANAGERS INDEX (MFG SURVEY) SADJ,US ISM MANUFACTURERS SURVEY: NEW ORDERS INDEX SADJ,US ISM MANUFACTURERS SURVEY RESULTS: PRICES PAID - SAME VOLN,US ISM MANUFACTURERS SURVEY: PRODUCTION INDEX SADJ,US ISM MANUFACTURERS SURVEY: EMPLOYMENT INDEX SADJ
2018-08-15,2901.52,411.42,1202.84,69.8,206.3,73.0,134.7,109.3,172.8,42.3,12.1,13.0,6.9,25.4,13.2,45.6,21.5,1.4,6.3,3.9,53.6,5.4,1.0,5.8,9.3,40.5,50.2,67.7,24.4,65.7,9.9,65.3,5.2,1.8,11.6,5.5,5.0,7.8,14.5,9.0,6.6,67.0,72.0,49.0,60.5,63.8,42.0,62.0,58.4
2018-09-15,2913.98,415.1,1191.49,73.25,206.3,73.0,135.3,112.5,169.4,44.1,14.1,13.7,7.6,22.5,11.4,41.8,22.1,0.9,6.2,3.9,52.9,4.9,1.4,6.9,9.6,39.9,50.5,69.9,25.8,65.9,8.3,66.5,4.4,1.9,11.5,7.0,4.1,6.9,14.2,8.5,7.8,67.0,74.0,49.0,59.3,61.1,49.0,62.0,58.6
2018-10-15,2711.74,415.73,1215.54,65.31,213.0,74.0,137.9,115.1,171.9,45.4,13.4,14.0,8.2,24.7,10.6,41.2,22.3,1.5,6.4,3.8,53.8,4.8,1.1,7.2,9.4,41.0,49.6,67.1,26.3,66.5,7.2,67.1,5.9,2.0,10.4,6.2,3.7,8.3,12.8,8.7,8.2,68.0,75.0,53.0,58.1,59.1,41.0,60.8,56.1
2018-11-15,2760.17,416.18,1219.15,50.93,228.8,67.0,136.4,112.3,172.7,46.8,12.6,13.8,7.2,23.2,11.2,40.6,22.7,1.7,6.4,3.3,54.8,5.6,1.4,6.5,10.7,42.0,47.3,69.6,21.9,69.8,8.3,66.1,4.8,1.7,11.5,7.6,4.7,8.6,11.3,8.9,8.9,60.0,65.0,45.0,58.6,60.9,57.0,59.5,57.5
2018-12-15,2506.85,409.17,1281.34,45.13,222.8,61.0,126.6,97.7,169.9,45.5,12.2,13.1,7.6,22.4,14.6,42.3,16.6,1.9,5.9,3.2,49.0,6.1,0.8,5.2,11.6,37.5,50.9,70.0,18.1,71.3,10.6,68.8,6.0,1.8,10.3,5.7,4.6,7.4,11.9,7.3,6.1,56.0,61.0,43.0,54.9,52.5,56.0,55.6,56.4
2019-01-15,2704.1,412.83,1322.59,53.79,224.5,64.0,121.7,89.4,170.2,46.7,12.6,12.9,6.8,17.7,16.2,40.7,15.3,1.5,7.2,4.6,50.0,5.0,1.1,6.0,10.8,36.4,52.8,75.5,16.3,69.9,13.8,68.5,5.6,1.9,10.2,5.5,4.0,7.0,12.8,9.2,5.9,58.0,63.0,44.0,55.7,57.0,58.0,57.9,55.3
2019-02-15,2784.49,412.83,1315.65,57.22,218.5,66.0,131.4,103.8,172.8,45.7,11.7,12.4,8.3,20.6,12.3,42.6,19.0,1.7,5.4,2.8,48.6,4.5,0.9,6.6,11.1,40.6,48.3,71.1,19.6,71.2,9.2,68.7,4.8,1.3,10.5,5.7,3.9,6.5,12.4,8.3,7.0,62.0,68.0,48.0,54.4,55.9,59.0,55.8,52.8
2019-03-15,2834.4,425.61,1295.72,60.14,210.8,68.0,124.2,98.3,163.0,42.5,13.8,14.2,7.4,21.4,14.3,43.7,16.8,0.7,6.4,4.5,51.8,4.7,1.2,7.6,12.4,34.7,52.9,71.2,17.2,72.8,10.0,68.9,5.0,1.9,9.8,6.4,3.7,7.0,13.7,9.0,7.0,62.0,72.0,44.0,54.9,56.6,71.0,56.0,56.3
2019-04-15,2945.83,422.09,1283.06,63.91,209.8,69.0,129.2,102.7,169.0,46.5,13.3,13.3,6.8,21.5,13.2,40.2,16.7,1.4,5.1,2.3,48.7,4.2,1.4,7.5,11.3,37.6,51.1,71.7,19.4,71.6,9.0,70.1,4.7,1.6,11.4,5.9,4.4,7.7,11.1,8.4,6.5,63.0,71.0,47.0,53.6,53.5,62.0,53.8,53.1
2019-05-15,2752.06,415.96,1300.11,53.5,218.0,72.0,131.3,105.0,170.7,45.3,11.8,15.1,7.8,22.2,13.0,42.9,18.4,1.9,6.5,3.0,52.6,5.6,1.6,8.3,11.7,38.4,49.9,70.0,21.4,69.8,8.8,68.6,5.1,1.2,10.3,6.5,3.6,7.4,12.6,9.9,7.5,66.0,72.0,49.0,52.6,52.5,62.0,52.3,54.5
2019-06-15,2941.76,407.87,1412.3,58.25,225.8,71.0,124.3,97.6,164.3,44.0,15.8,12.0,7.5,20.5,13.9,40.2,17.5,2.5,6.2,2.9,49.1,4.3,0.8,6.2,10.6,37.5,51.9,72.0,19.1,68.3,12.6,68.6,4.1,1.5,11.2,5.1,4.5,6.4,12.5,10.6,5.9,64.0,70.0,47.0,51.5,50.7,56.0,52.5,53.8
2019-07-15,2980.38,403.16,1427.68,58.58,208.5,71.0,135.8,112.4,170.9,45.6,12.5,12.5,6.6,24.9,11.1,41.9,19.9,2.0,7.4,3.4,52.4,4.7,2.0,6.1,11.2,39.9,48.9,68.5,24.0,67.6,8.4,69.0,5.4,1.7,11.8,6.5,4.2,8.2,12.4,7.8,7.9,65.0,71.0,48.0,51.0,50.5,58.0,50.5,50.9
2019-08-15,2926.46,387.15,1529.31,55.1,211.8,73.0,134.2,106.4,176.0,50.3,12.0,13.0,6.3,24.7,13.7,37.7,19.9,1.3,6.0,3.3,51.8,4.9,1.4,6.3,9.9,40.9,49.2,69.0,21.6,68.2,10.2,66.4,4.9,1.8,11.4,5.9,5.1,6.8,13.8,9.3,6.0,67.0,71.0,50.0,48.5,46.4,62.0,47.7,48.1
2019-09-15,2976.74,387.57,1473.85,54.07,209.5,75.0,126.3,96.8,170.6,44.5,11.0,12.1,6.5,19.7,15.4,44.5,17.6,1.7,5.6,3.0,50.5,4.1,0.9,6.1,12.2,37.4,50.4,73.8,20.0,66.7,13.3,67.0,6.1,1.9,12.2,5.0,3.7,6.8,12.5,9.0,7.4,68.0,70.0,50.0,48.1,47.5,67.0,48.3,46.6
2019-10-15,3037.56,389.5,1510.23,53.98,213.5,78.0,126.1,94.5,173.5,47.7,11.6,10.1,6.9,21.4,18.0,40.7,16.9,2.5,6.6,2.6,49.8,3.4,1.5,5.5,11.0,39.7,49.3,71.7,18.7,69.8,11.5,65.1,5.0,1.2,10.1,5.5,4.0,6.7,12.3,8.4,7.9,71.0,76.0,54.0,48.1,48.1,60.0,46.2,47.2
2019-11-15,3140.98,386.44,1461.54,55.17,227.0,77.0,126.8,100.3,166.6,44.0,12.4,12.5,6.2,22.9,13.4,43.6,16.5,0.8,4.7,2.9,49.3,4.9,1.0,6.6,13.6,38.8,47.6,70.9,18.6,70.0,11.4,70.1,3.7,1.0,11.1,5.8,4.5,6.8,13.0,9.3,6.2,71.0,78.0,54.0,48.1,47.8,64.0,48.1,46.5
2019-12-15,3230.78,401.58,1520.5,61.08,236.0,84.0,128.2,100.0,170.5,46.5,13.0,13.2,7.6,22.7,13.9,40.5,15.5,1.4,5.7,3.4,49.3,5.3,0.9,6.2,11.0,39.0,50.0,69.7,18.7,72.5,8.8,70.6,5.4,1.7,11.2,4.8,4.0,6.3,11.3,11.1,6.4,76.0,79.0,57.0,47.9,47.6,71.0,45.5,45.4
2020-01-15,3225.52,404.17,1586.7,51.56,210.3,81.0,130.4,101.4,173.9,47.2,11.9,11.5,8.0,21.6,12.9,40.9,16.5,1.4,6.2,3.7,49.3,3.6,1.1,5.8,10.4,40.0,49.6,70.4,18.4,73.0,8.6,70.6,5.5,2.1,9.7,5.3,4.5,6.8,11.4,8.3,7.5,75.0,80.0,58.0,51.4,53.6,59.0,54.8,46.3
2020-02-15,2954.22,395.11,1586.71,44.76,209.8,81.0,132.6,108.1,169.3,46.5,13.9,12.6,6.1,22.7,12.0,39.6,16.6,1.6,6.8,3.2,55.0,5.8,2.0,5.5,10.8,39.7,49.5,71.2,20.6,72.2,7.2,71.4,5.2,1.3,11.3,6.2,5.0,9.3,13.2,8.2,7.9,74.0,79.0,57.0,50.1,50.8,59.0,50.1,46.3
2020-03-15,2584.59,370.2,1612.1,20.48,2334.5,79.0,118.8,86.8,166.7,43.3,13.8,11.4,10.1,20.0,17.6,42.9,16.9,1.6,5.6,2.6,47.7,3.8,1.4,6.4,11.7,39.2,49.1,69.9,18.7,64.9,16.4,65.5,4.2,1.2,10.5,4.9,4.6,8.0,11.7,8.1,6.2,72.0,75.0,56.0,49.0,42.4,52.0,48.3,42.7
2020-04-15,2912.43,353.23,1704.81,18.84,3828.0,36.0,85.7,94.3,73.0,18.8,34.5,8.1,18.4,17.2,21.2,46.7,41.2,0.9,5.3,2.8,45.8,2.9,1.6,4.3,45.3,19.9,34.8,64.4,39.8,35.1,25.1,37.6,4.3,0.9,8.6,4.9,3.5,6.6,12.6,8.2,5.7,30.0,36.0,13.0,41.8,27.3,51.0,27.4,28.0
2020-05-15,3044.31,367.12,1731.55,35.49,2017.8,42.0,85.9,97.6,68.4,16.5,29.2,11.3,15.4,14.6,19.9,54.3,39.5,1.8,6.0,3.2,46.5,4.0,1.0,5.0,51.2,16.4,32.4,70.0,42.5,37.0,20.5,40.6,4.8,2.3,9.6,5.8,3.6,6.8,11.0,8.8,5.7,37.0,46.0,21.0,43.5,32.3,54.0,34.2,33.3
2020-06-15,3100.29,360.13,1783.66,39.27,1490.3,63.0,98.3,106.1,86.7,20.5,23.3,11.9,14.1,15.2,14.4,56.2,38.4,1.5,6.8,3.3,45.6,4.0,2.0,7.0,42.5,17.4,40.1,70.7,42.4,42.4,15.2,47.2,4.0,0.9,9.4,5.1,4.0,7.2,12.6,7.2,5.5,58.0,68.0,43.0,52.6,57.1,66.0,56.5,42.0
2020-07-15,3271.12,377.74,1975.1,40.12,1291.3,78.0,91.7,88.9,95.9,22.3,20.1,12.5,15.8,14.8,21.3,57.6,29.6,2.2,7.7,4.0,48.2,4.4,1.5,5.4,38.9,17.5,43.6,69.4,31.6,48.2,20.2,49.1,4.1,2.7,9.4,6.1,3.9,6.9,11.1,9.5,6.6,72.0,75.0,57.0,53.8,60.9,61.0,61.1,43.7
2020-08-15,3500.31,394.76,1967.93,42.61,892.0,84.0,86.3,86.6,85.8,21.4,23.6,10.1,16.0,13.0,21.2,55.0,29.9,2.1,6.2,3.0,44.9,4.0,1.1,4.8,43.3,16.0,40.7,71.0,29.8,49.5,20.7,48.9,4.5,1.3,10.3,5.0,3.9,7.7,10.0,7.1,6.7,78.0,78.0,64.0,55.4,64.4,64.0,62.3,47.3
2020-09-15,3363.0,398.56,1899.84,40.07,825.0,88.0,101.3,102.9,98.9,23.6,20.3,11.8,13.0,17.3,16.1,56.1,32.9,1.7,6.4,3.0,49.5,4.1,1.7,6.2,37.0,17.6,45.4,69.7,36.7,47.5,15.8,51.0,5.8,1.5,10.0,5.5,4.8,8.7,11.0,7.2,6.5,83.0,85.0,74.0,55.5,59.9,61.0,61.5,50.2
2020-10-15,3269.96,398.56,1880.77,35.61,798.0,90.0,101.4,98.2,106.2,26.7,19.6,9.6,14.2,17.5,19.8,53.7,32.0,0.9,6.1,3.9,43.3,3.7,1.3,5.0,34.4,18.6,47.0,68.3,36.0,48.1,15.9,48.2,4.2,0.9,10.7,4.0,4.0,7.4,11.0,7.9,4.8,85.0,88.0,74.0,58.7,66.6,60.0,62.8,52.2
2020-11-15,3621.63,398.56,1774.39,45.34,751.3,96.0,92.9,84.3,105.9,26.3,19.4,11.1,14.5,16.0,21.6,54.3,25.0,2.0,7.5,4.5,44.0,4.2,1.0,5.7,34.9,18.8,46.3,69.5,26.5,51.0,22.5,53.4,3.2,1.2,10.7,5.0,4.2,7.2,9.9,7.7,6.8,90.0,89.0,77.0,57.3,64.8,57.0,60.7,48.6
2020-12-15,3756.07,398.56,1897.77,48.28,819.3,92.0,87.1,87.0,87.2,21.0,22.9,9.8,14.6,15.7,22.2,56.1,28.0,1.4,6.0,3.6,48.3,3.5,1.0,4.4,39.7,15.4,44.9,69.7,29.5,48.5,22.0,49.8,3.9,1.9,11.3,5.6,4.5,7.8,11.0,8.8,6.7,86.0,85.0,73.0,60.2,67.2,40.0,64.2,51.3
2021-01-15,3714.24,398.56,1858.01,52.18,834.0,90.0,87.1,88.1,85.5,21.0,22.8,10.8,15.0,14.3,23.3,56.2,28.8,2.8,6.7,3.1,48.8,3.6,0.8,5.3,42.9,15.0,42.1,70.7,31.8,49.7,18.5,47.9,4.4,1.9,10.6,5.9,4.2,7.7,11.4,8.6,6.6,83.0,83.0,68.0,59.2,64.6,36.0,61.7,51.1
2021-02-15,3811.15,398.56,1727.44,63.53,755.0,90.0,95.2,95.4,95.0,23.1,21.7,11.3,13.0,16.0,19.9,55.2,29.0,1.6,7.5,4.7,52.9,3.8,1.2,5.6,37.5,17.3,45.2,71.0,33.6,50.0,16.4,51.1,4.5,1.9,11.2,5.8,4.8,8.9,12.2,9.7,7.0,84.0,80.0,72.0,60.4,64.8,26.0,62.3,52.8
2021-03-15,3972.89,398.56,1704.74,59.16,669.3,87.0,114.9,111.9,119.4,27.5,17.3,12.2,10.1,18.0,14.8,55.2,35.4,2.1,7.1,3.8,52.0,4.2,1.2,5.5,25.3,20.5,54.2,71.9,39.1,49.8,11.1,49.8,4.7,2.5,10.6,6.5,4.7,9.0,11.0,8.7,7.4,82.0,83.0,72.0,63.8,66.8,28.0,66.5,57.8
2021-04-15,4181.17,398.56,1770.46,63.58,557.0,88.0,117.5,107.9,131.9,36.3,14.7,11.1,10.5,17.4,14.4,49.0,31.7,3.6,7.1,2.8,51.3,3.1,0.7,5.6,24.5,19.4,56.1,72.1,33.1,54.8,12.1,53.9,4.3,2.4,12.6,6.4,4.5,9.3,11.6,8.9,6.3,83.0,80.0,74.0,60.8,65.0,19.0,63.0,53.5
2021-05-15,4204.11,398.56,1905.99,66.32,457.3,88.0,120.0,100.9,148.7,48.5,11.6,10.0,9.3,16.2,17.5,39.9,27.7,2.4,5.3,2.4,44.3,2.5,0.5,5.2,20.6,19.9,59.5,74.5,31.0,54.6,14.4,54.8,3.9,2.3,10.2,5.2,4.0,7.9,11.3,7.0,5.0,83.0,81.0,73.0,61.6,67.0,22.0,60.3,50.7
2021-06-15,4297.5,398.56,1765.43,73.62,398.0,87.0,128.9,108.5,159.6,54.7,10.5,11.5,8.4,20.0,15.7,34.8,26.6,3.3,6.8,2.8,49.8,2.9,0.7,7.1,19.1,25.2,55.7,71.6,33.7,55.5,10.8,57.7,4.3,1.5,12.3,6.7,4.4,7.9,11.6,8.0,6.9,81.0,79.0,71.0,61.3,66.9,15.0,60.8,52.8
2021-07-15,4395.26,398.56,1823.24,73.93,372.3,86.0,125.1,103.8,157.2,55.2,11.1,12.1,8.8,20.0,17.8,33.7,25.5,3.2,6.4,2.6,53.9,2.9,0.6,6.9,20.0,24.6,55.4,71.2,30.9,57.2,11.9,56.7,4.4,2.3,12.3,6.3,5.0,8.8,13.0,9.5,6.9,80.0,81.0,65.0,60.2,65.8,24.0,60.3,53.9
2021-08-15,4522.68,398.56,1806.3,68.61,360.5,81.0,115.2,92.8,148.9,55.6,11.2,11.2,9.9,18.2,18.0,33.2,23.1,3.7,6.3,2.1,50.5,2.6,0.5,6.5,24.1,20.2,55.7,71.9,23.4,59.2,17.4,58.9,4.6,2.1,10.9,6.9,5.4,8.3,10.4,8.0,6.9,75.0,81.0,59.0,59.8,64.3,33.0,60.4,50.1
2021-09-15,4307.54,398.56,1760.95,75.18,348.8,82.0,109.8,86.7,144.3,56.5,13.0,9.8,11.4,16.9,19.9,30.5,21.3,2.8,5.3,2.0,46.4,2.1,0.5,5.4,25.3,19.1,55.6,71.7,21.7,60.7,17.6,58.8,4.1,2.3,12.3,5.2,4.7,8.0,10.9,8.0,5.5,76.0,81.0,61.0,60.8,64.6,23.0,58.8,51.5
2021-10-15,4605.38,398.56,1776.81,83.57,277.8,86.0,111.6,89.0,145.5,54.8,11.0,10.3,11.2,18.4,18.7,34.2,24.4,3.6,6.9,2.6,47.4,2.4,0.7,6.2,25.7,18.3,56.0,70.4,22.7,55.4,21.9,56.9,4.8,1.7,11.2,4.8,4.9,8.3,11.6,7.3,5.7,80.0,84.0,65.0,60.7,60.6,27.0,58.6,52.3
2021-11-15,4567.0,398.56,1780.05,66.18,236.0,89.0,111.9,90.2,144.4,55.5,10.8,9.0,11.7,18.9,19.0,33.7,22.8,3.1,5.8,2.2,47.8,1.7,0.5,5.7,27.3,17.9,54.8,69.4,25.6,54.8,19.6,58.2,4.5,1.6,9.9,5.5,5.3,7.9,10.7,7.3,6.6,83.0,84.0,69.0,60.8,60.9,29.0,60.5,54.0
2021-12-15,4766.18,398.56,1822.39,75.21,215.3,90.0,115.2,95.4,144.8,55.9,11.7,11.1,11.2,17.5,14.7,32.4,24.2,3.6,6.9,2.5,47.8,2.5,0.8,5.7,27.1,19.4,53.5,71.3,25.4,56.0,18.6,61.1,4.0,2.9,10.7,6.2,4.8,8.1,9.9,7.5,7.3,84.0,85.0,71.0,58.3,60.8,42.0,58.1,52.8
2022-01-15,4515.55,398.56,1796.65,88.15,239.5,89.0,111.1,88.8,144.5,55.0,12.0,11.5,12.1,16.2,16.6,33.0,22.1,3.5,7.0,2.7,49.2,3.0,0.8,6.5,27.4,20.0,52.6,71.7,23.6,56.7,19.7,61.3,4.1,2.0,10.4,5.0,5.0,8.6,11.5,8.3,6.7,83.0,82.0,69.0,57.4,58.7,35.0,57.4,53.0
2022-02-15,4373.94,398.56,1903.75,95.72,217.8,89.0,105.7,80.8,143.0,53.5,12.0,10.7,13.0,14.7,19.6,34.5,19.4,2.3,5.8,2.9,45.8,2.7,0.6,5.4,25.1,17.6,57.3,72.3,21.3,58.8,19.9,61.0,3.5,2.6,9.8,5.5,4.2,7.7,11.0,8.1,5.8,81.0,80.0,65.0,58.1,59.7,39.0,58.1,52.4
2022-03-15,4530.41,398.56,1941.15,100.28,211.5,87.0,107.6,76.7,153.8,56.7,9.6,9.8,13.7,15.1,18.0,33.7,17.6,2.8,5.8,2.4,47.7,2.5,0.6,5.2,21.4,19.6,59.0,71.2,19.0,56.9,24.1,64.4,4.6,2.1,11.1,5.0,4.8,8.3,11.0,7.5,6.5,79.0,70.0,66.0,57.2,54.0,24.0,55.1,56.5
2022-04-15,4131.93,398.56,1908.49,104.69,213.3,86.0,108.6,79.0,152.9,54.8,10.1,11.2,13.2,17.8,19.8,35.1,18.4,3.6,6.8,2.5,49.7,3.0,0.7,5.4,22.2,20.8,57.0,69.0,18.6,59.7,21.7,61.8,4.3,2.8,12.0,6.1,5.0,8.3,11.3,8.5,6.2,77.0,73.0,61.0,55.3,53.4,22.0,53.7,50.1
2022-05-15,4132.15,398.56,1845.14,114.67,210.8,78.0,103.2,73.7,147.4,51.9,12.4,9.8,14.5,17.9,19.5,35.7,17.5,2.8,5.6,2.2,43.8,2.7,0.6,5.2,21.7,19.8,58.5,67.6,16.4,57.2,26.4,63.0,3.9,1.9,9.4,4.7,4.3,7.3,11.4,7.1,5.1,69.0,63.0,53.0,55.9,56.0,24.0,54.0,48.8
2022-06-15,3785.38,398.56,1806.87,107.66,214.3,76.0,98.4,65.8,147.2,51.5,11.6,10.6,15.3,16.1,22.2,36.9,15.9,2.8,5.7,2.4,45.4,2.6,0.5,6.3,22.8,19.5,57.7,68.6,14.6,55.7,29.7,61.9,3.8,1.7,10.0,4.9,5.0,7.9,10.4,7.5,5.9,67.0,61.0,48.0,53.5,50.0,27.0,54.9,48.9
2022-07-15,4130.29,398.56,1764.24,101.37,220.8,64.0,95.3,65.6,139.7,49.2,12.4,9.5,15.5,15.3,21.1,38.4,15.1,2.4,4.5,1.8,41.1,2.1,0.3,5.2,24.2,16.3,59.5,69.2,13.7,60.1,26.2,63.8,3.0,2.2,9.4,4.9,3.6,6.2,10.9,7.3,5.2,55.0,49.0,37.0,52.9,48.5,37.0,53.7,50.7
2022-08-15,3955.0,398.56,1719.56,90.05,216.8,57.0,103.6,75.8,145.3,47.6,11.6,9.6,13.9,16.6,19.6,40.8,17.1,2.7,5.5,2.2,45.0,2.2,0.6,5.2,22.6,19.0,58.4,69.5,17.3,61.0,21.7,63.3,3.6,2.2,10.7,5.6,4.1,6.8,11.0,7.8,6.1,49.0,47.0,32.0,53.0,50.5,42.0,51.0,54.2
2022-09-15,3585.62,398.56,1674.06,79.94,197.5,54.0,107.8,79.5,150.2,49.2,11.1,9.9,13.8,18.3,17.8,39.7,17.4,2.2,5.0,2.2,46.8,2.2,0.6,5.9,20.9,20.7,58.4,67.9,18.6,59.5,21.9,64.8,4.0,1.8,10.4,5.5,5.1,7.5,10.6,8.3,5.8,46.0,46.0,31.0,51.1,47.4,41.0,50.9,49.6
2022-10-15,3871.98,398.56,1638.03,86.53,202.5,45.0,102.2,77.9,138.7,44.8,13.0,12.9,15.2,19.6,20.8,42.2,19.5,3.2,7.4,3.6,52.4,3.0,0.6,7.2,24.0,17.7,58.3,65.2,19.6,56.1,24.3,59.7,4.9,2.7,10.4,5.9,5.6,8.9,11.7,8.9,6.5,38.0,35.0,25.0,50.3,49.2,54.0,51.9,50.3
2022-11-15,4080.11,398.56,1751.94,80.45,211.5,39.0,101.4,76.7,138.3,45.2,13.7,10.4,15.8,17.1,21.2,41.1,18.5,2.8,6.5,2.9,44.9,2.7,0.8,5.5,23.6,17.8,58.6,67.1,19.8,59.2,21.0,60.3,4.6,2.2,10.2,5.2,4.6,6.9,10.2,7.7,5.7,33.0,31.0,20.0,49.0,46.4,60.0,51.2,49.3
2022-12-15,3839.5,398.56,1815.64,80.23,208.0,36.0,109.0,83.4,147.4,46.4,11.9,11.0,13.3,17.3,18.7,41.7,20.0,2.8,6.6,2.8,44.8,3.0,1.0,5.4,19.7,19.2,61.1,69.4,20.9,59.2,19.9,61.3,4.1,2.6,8.3,5.8,4.3,7.0,10.0,7.2,6.4,31.0,35.0,20.0,48.0,44.9,52.0,48.5,50.2
